Wavelength,Absorbance,Std,,
390,0.01947879791,0.00009336028317,,1.570687294
391,0.01977443695,0.00009533166215,,653
392,0.02009725571,0.00008499480229,,
393,0.01975727081,0.00007449197641,,
394,0.01843690872,0.0000696182251,,
395,0.01821041107,0.00009996081003,,
396,0.0181350708,0.00008226373868,,
397,0.01847600937,0.00008025893237,,
398,0.01877403259,0.00008694926514,,
399,0.01767301559,0.0001050427995,,
400,0.01664018631,0.00008832435001,,
401,0.01685428619,0.00007431931999,,
402,0.01706933975,0.00008023343131,,
403,0.01731395721,0.00009833487514,,
404,0.01744318008,0.0001026230671,,
405,0.01755857468,0.0001152269864,,
406,0.01642656326,0.0001185072253,,
407,0.01567697525,0.0001106878635,,
408,0.01641750336,0.00010788961,,
409,0.01668691635,0.00008636941324,,
410,0.01636886597,0.00009033767741,,
411,0.01618480682,0.0001081737437,,
412,0.01696109772,0.0001122604709,,
413,0.01687765121,0.000143489167,,
414,0.01595544815,0.0001524298565,,
415,0.01572370529,0.0001198085979,,
416,0.01597547531,0.000142783869,,
417,0.01611757278,0.0001315068126,,
418,0.0162191391,0.000105859997,,
419,0.01641798019,0.0001072512668,,
420,0.01696872711,0.0001034967335,,
421,0.01804542542,0.00009824002763,,
422,0.01702451706,0.00008629171743,,
423,0.01642084122,0.0001075814799,,
424,0.01548910141,0.0001345525976,,
425,0.01581907272,0.0001283498248,,
426,0.01553010941,0.0001334019596,,
427,0.01723384857,0.0001107330464,,
428,0.01599884033,0.00009083215943,,
429,0.01679563522,0.00008454149344,,
430,0.01712369919,0.0001320864749,,
431,0.01517391205,0.0001099913566,,
432,0.01360034943,0.0001090800827,,
433,0.01640892029,0.0001046698294,,
434,0.01659727097,0.0001183593971,,
435,0.0152888298,0.0001116267538,,
436,0.01560544968,0.0001483201195,,
437,0.0151386261,0.0001217607208,,
438,0.01552248001,0.0001436127131,,
439,0.01539039612,0.0001337322093,,
440,0.01515817642,0.0001529748302,,
441,0.01712703705,0.0001330674729,,
442,0.01563549042,0.0001310669139,,
443,0.01542758942,0.0001813085119,,
444,0.0148396492,0.0001472122269,,
445,0.01487636566,0.00008904479103,,
446,0.01483106613,0.00007668929188,,
447,0.01480436325,0.0001168085593,,
448,0.01469182968,0.0001461706179,,
449,0.01466941833,0.0001303362653,,
450,0.01444149017,0.0001207575393,,
451,0.01426744461,0.0001354183949,,
452,0.01465177536,0.0001316519674,,
453,0.01441669464,0.0001135273069,,
454,0.01479005814,0.0001136634164,,
455,0.01495027542,0.0001350720686,,
456,0.0148973465,0.0001148395747,,
457,0.01536369324,0.0001452217723,,
458,0.01564073563,0.0001408729016,,
459,0.01488494873,0.000137696173,,
460,0.01418828964,0.0001531738712,,
461,0.0137181282,0.0001562222162,,
462,0.01344442368,0.0001041122368,,
463,0.01537513733,0.0001589406331,,
464,0.01596784592,0.0001439195342,,
465,0.0155673027,0.000129499702,,
466,0.01372480392,0.0001223047806,,
467,0.01330757141,0.0001408373883,,
468,0.0138463974,0.0001931090411,,
469,0.01319313049,0.0001972654058,,
470,0.01360797882,0.0001523671938,,
471,0.01418209076,0.000187982731,,
472,0.01550292969,0.0001478133662,,
473,0.01578330994,0.0001489961616,,
474,0.0147061348,0.0001811027276,,
475,0.01559019089,0.000126195294,,
476,0.01486682892,0.0001183171266,,
477,0.01468658447,0.0001378282113,,
478,0.01536512375,0.0001632232468,,
479,0.01573801041,0.0001678683527,,
480,0.01583242416,0.0001581949943,,
481,0.01561737061,0.0001194284332,,
482,0.01506853104,0.0001192264545,,
483,0.01595497131,0.0001604158443,,
484,0.0161447525,0.0001613345247,,
485,0.02602052689,0.0001032988218,,
486,0.01820516586,0.0001278065916,,
487,0.009556770325,0.0001514091261,,
488,0.008016109467,0.0001768082348,,
489,0.01515960693,0.0001776088799,,
490,0.01621198654,0.0001207198756,,
491,0.01652097702,0.0001099706827,,
492,0.01692819595,0.0001091717606,,
493,0.01785326004,0.0001536333509,,
494,0.01730871201,0.0001668712057,,
495,0.01775121689,0.0001675945252,,
496,0.01931619644,0.0001471195259,,
497,0.01768302917,0.000127478827,,
498,0.01935720444,0.0001007695805,,
499,0.01967430115,0.0001538108455,,
500,0.01914405823,0.00008927685489,,
501,0.02058172226,0.00009059153074,,
502,0.02067136765,0.0001277282896,,
503,0.02071380615,0.0001398198434,,
504,0.02022886276,0.0001391580439,,
505,0.02176094055,0.00009815203833,,
506,0.02180099487,0.0001067114259,,
507,0.02232408524,0.0001447607247,,
508,0.02324008942,0.0001890056425,,
509,0.02362060547,0.0001519517752,,
510,0.02455091476,0.0001457718567,,
511,0.02502727509,0.0001232750866,,
512,0.02544593811,0.0001516552077,,
513,0.02588176727,0.0001972146836,,
514,0.02683258057,0.0001713193028,,
515,0.02718353271,0.0001374780324,,
516,0.02836799622,0.0001334871537,,
517,0.02896976471,0.0001724068034,,
518,0.0300116539,0.0001579418269,,
519,0.03092575073,0.0001512408402,,
520,0.03131866455,0.0001771730796,,
521,0.03206539154,0.0001483691672,,
522,0.03323936462,0.0001673175317,,
523,0.03474712372,0.0002008203527,,
524,0.03580617905,0.00015623677,,
525,0.03662157059,0.0001807860658,,
526,0.03803348541,0.0001738252944,,
527,0.03927850723,0.00008640099833,,
528,0.04101228714,0.0001098444876,,
529,0.04259395599,0.0001717249435,,
530,0.04314184189,0.0001872507403,,
531,0.04503107071,0.0001882631364,,
532,0.04728269577,0.0001596001821,,
533,0.04952573776,0.0001517451378,,
534,0.05091094971,0.0001767979466,,
535,0.05230379105,0.0001794479574,,
536,0.05336523056,0.0001735477644,,
537,0.056640625,0.0001426309135,,
538,0.05925798416,0.0001445909911,,
539,0.06115436554,0.0001270357193,,
540,0.06283426285,0.0001467078461,,
541,0.06572151184,0.000167029189,,
542,0.06799221039,0.0001718493598,,
543,0.0707116127,0.000162295644,,
544,0.07314777374,0.0001047306359,,
545,0.0750169754,0.000153354863,,
546,0.07731437683,0.0001619141278,,
547,0.08124876022,0.0001291480675,,
548,0.08343744278,0.0001230128971,,
549,0.08485269547,0.000173138515,,
550,0.08750200272,0.0001707609722,,
551,0.09061193466,0.0001257223466,,
552,0.09442138672,0.0001086770362,,
553,0.09632873535,0.0001483415798,,
554,0.09853792191,0.0001706917185,,
555,0.1023020744,0.0001529332068,,
556,0.1046237946,0.000145512701,,
