Wavelength,Absorbance,Std,,
391,0.2926855087,0.00009658748316,,0.7910046577
392,0.3100090027,0.00009899396654,,423
393,0.3279676437,0.00009816825281,,
394,0.3479070663,0.0001095086407,,
395,0.3687019348,0.00009983107203,,
396,0.3898973465,0.00009076705215,,
397,0.4117479324,0.0001423053373,,
398,0.432425499,0.0001513850967,,
399,0.4518256187,0.000113154171,,
400,0.470823288,0.0001384043981,,
401,0.4870781898,0.0001573129074,,
402,0.501434803,0.0001813386071,,
403,0.5132365227,0.0001747801706,,
404,0.5232429504,0.000158599795,,
405,0.5312314034,0.000217295483,,
406,0.5384025574,0.0002354359023,,
407,0.5459780693,0.0001951516875,,
408,0.5528149605,0.0002265814576,,
409,0.5605583191,0.0002458556851,,
410,0.5701441765,0.0002697533171,,
411,0.5822434425,0.0002728242042,,
412,0.5966267586,0.0002334418633,,
413,0.6124429703,0.0002317251976,,
414,0.6305408478,0.0001932126278,,
415,0.6514115334,0.0002154966345,,
416,0.6720647812,0.0002359182862,,
417,0.6935563087,0.0003194510033,,
418,0.716799736,0.0003858128314,,
419,0.737393856,0.0002765392422,,
420,0.7589273453,0.0003605746616,,
421,0.7744274139,0.0003950836857,,
422,0.7855849266,0.0005325705397,,
423,0.7910046577,0.0004756454836,,
424,0.7877988815,0.0004735682016,,
425,0.774638176,0.0003461824633,,
426,0.7526359558,0.0002369376922,,
427,0.7181091309,0.0003844999126,,
428,0.6823577881,0.0003988685112,,
429,0.6357431412,0.0002761047734,,
430,0.5872364044,0.0003124618973,,
431,0.5429992676,0.0003331805596,,
432,0.4962911606,0.0002394501305,,
433,0.4384269714,0.000173553005,,
434,0.39097929,0.0002181935142,,
435,0.350402832,0.0001503935628,,
436,0.3070077896,0.0001496205286,,
437,0.2706656456,0.0001813636826,,
438,0.236120224,0.000151009141,,
439,0.2074775696,0.000129573424,,
440,0.1806592941,0.0001487151057,,
441,0.1526751518,0.0001525878906,,
442,0.1353135109,0.0001399206309,,
443,0.1175427437,0.0001267741333,,
444,0.1025104523,0.0001209268811,,
445,0.08834218979,0.0001303781269,,
446,0.07639455795,0.0001211185155,,
447,0.06620883942,0.0000774944741,,
448,0.05739021301,0.00009485344663,,
449,0.04878234863,0.0001244535848,,
450,0.04180717468,0.0001570814797,,
451,0.03620243073,0.0002074104611,,
452,0.03101444244,0.0001549948162,,
453,0.02638816833,0.0001550476184,,
454,0.02255344391,0.000160132113,,
455,0.01831960678,0.0001369278397,,
456,0.01584386826,0.0001094961822,,
457,0.01247835159,0.0001233045941,,
458,0.01010608673,0.000148179017,,
459,0.008670806885,0.0001676542089,,
460,0.008219242096,0.0001943765132,,
461,0.00705242157,0.0001810424538,,
462,0.006246566772,0.0001188233805,,
463,0.002881526947,0.0001232824641,,
464,0.001323699951,0.0001417610487,,
465,0.0006499290466,0.0001708727843,,
466,0.002331733704,0.0001866767232,,
467,0.002342700958,0.0001484641509,,
468,0.001183986664,0.0001333917327,,
469,0.001340389252,0.0001349002576,,
470,0.0006327629089,0.0001788132985,,
471,-0.0006513595581,0.0001688057419,,
472,-0.00212097168,0.0001407404885,,
473,-0.002923488617,0.0001184266146,,
474,-0.002032756805,0.0001180362204,,
475,-0.002802848816,0.0001440774343,,
476,-0.00207233429,0.0001283108456,,
477,-0.002455711365,0.0001296716548,,
478,-0.00288438797,0.0001619197448,,
479,-0.003084182739,0.0001430257139,,
480,-0.003239154816,0.0001094484112,,
481,-0.003287792206,0.000122397699,,
