Wavelength,Absorbance,Std
789,-0.005320072174,0.0001959980541
790,-0.005843162537,0.0001669692819
791,-0.005572319031,0.000119031774
792,-0.005537986755,0.00009730516221
793,-0.005484104156,0.0001208460029
794,-0.004927158356,0.0001030387616
795,-0.005405426025,0.0001160096886
796,-0.006207942963,0.0001023390748
797,-0.005567073822,0.0001150393733
798,-0.005466461182,0.00009706886787
799,-0.00586938858,0.00009529110715
800,-0.005683898926,0.0001086435559
801,-0.005412578583,0.0001288554821
802,-0.005924224854,0.0001258452671
803,-0.004923820496,0.00008364109783
804,-0.005548000336,0.0001141126215
805,-0.005518436432,0.00014324493
806,-0.005055904388,0.0001431115341
807,-0.005845069885,0.0001042911652
808,-0.005573749542,0.0001181671365
809,-0.005640029907,0.0001078010601
810,-0.005567550659,0.0001375408659
811,-0.005245685577,0.0001101173833
812,-0.005773067474,0.00013599476
813,-0.005503177643,0.000164952578
814,-0.005221843719,0.0001276570643
815,-0.005676746368,0.000129141025
816,-0.005797863007,0.0001248585147
817,-0.005564212799,0.0000846986826
818,-0.005824565887,0.00009179332037
819,-0.006091117859,0.0001269354487
820,-0.005422592163,0.0001431909514
821,-0.005553722382,0.0001293486163
822,-0.006018638611,0.0001308307697
823,-0.005657672882,0.0001341498105
824,-0.005547046661,0.0001452656053
825,-0.005452156067,0.0001424905601
826,-0.005619525909,0.0001040838419
827,-0.005522251129,0.0001070879017
828,-0.005695819855,0.0001170652218
829,-0.005935192108,0.0001102226394
830,-0.006036281586,0.00009674977763
831,-0.005955696106,0.0001026407905
832,-0.005496501923,0.0001227649653
833,-0.005695819855,0.000160829193
834,-0.005529880524,0.0001578208538
835,-0.005944252014,0.0001262133103
836,-0.006021976471,0.0001375937561
837,-0.005829811096,0.0001302001219
838,-0.005869865417,0.0001658022523
839,-0.005920410156,0.0001643698562
840,-0.005730628967,0.0001444903141
841,-0.005719184875,0.0001931420065
842,-0.005678653717,0.0001933961223
843,-0.006146430969,0.0001390567037
844,-0.005947589874,0.000193879901
845,-0.005560398102,0.0001252149319
846,-0.005940914154,0.0001846782373
847,-0.005819797516,0.0001628466964
848,-0.005655765533,0.0001628383187
849,-0.005432128906,0.0001759005678
850,-0.006042957306,0.0001277674466
851,-0.005867004395,0.0001417706719
852,-0.00559425354,0.0001344849867
853,-0.005202293396,0.0001284029593
854,-0.00591135025,0.0001369079118
855,-0.006310939789,0.0001353915275
856,-0.005845069885,0.0001666666949
857,-0.006022930145,0.000191192079
858,-0.006239414215,0.0001695905391
859,-0.006060123444,0.00008659289272
860,-0.005777359009,0.0001605745148
861,-0.006118297577,0.000153840408
862,-0.005488872528,0.0001487915321
863,-0.005898952484,0.0001453344589
864,-0.00589466095,0.0002196517128
865,-0.00642824173,0.0001691528992
866,-0.005805015564,0.0001559775089
867,-0.005856513977,0.0001352066696
868,-0.005805015564,0.0001511325575
869,-0.006211280823,0.0001922688785
870,-0.006074905396,0.0002219337628
871,-0.006067276001,0.0002102543685
872,-0.006148338318,0.0002029063975
873,-0.005974769592,0.0002150445712
874,-0.006083965302,0.0001676053784
875,-0.005758285522,0.0001888082475
876,-0.005747318268,0.0001779056368
877,-0.00604391098,0.0001695154421
878,-0.005748271942,0.000164574458
879,-0.005844116211,0.0002118445339
880,-0.006151199341,0.0002288341473
881,-0.006204128265,0.0002265091943
882,-0.00615644455,0.0002366649989
883,-0.006136417389,0.0002452408319
884,-0.005894184113,0.0002328059455
885,-0.005906105042,0.0002209109927
886,-0.00581407547,0.0001389880119
887,-0.006285667419,0.0001275857993
888,-0.00589466095,0.000225889997
889,-0.005940437317,0.0002842397462
890,-0.0062084198,0.0002215441064
891,-0.006327152252,0.0001387948388
892,-0.005795001984,0.0001718916937
893,-0.00620174408,0.0002414133809
894,-0.005657672882,0.0001575930577
895,-0.006168365479,0.0002227110304
896,-0.006066799164,0.0001551619614
897,-0.005884647369,0.0001693946807
898,-0.006119251251,0.0001423308996
899,-0.006255149841,0.0001735425238
900,-0.006058216095,0.0001920322165
901,-0.005720615387,0.0002155008549
902,-0.006017684937,0.0002642762137
903,-0.005983829498,0.0002577109643
904,-0.005927085876,0.0001741284996
905,-0.005861759186,0.0002304973807
906,-0.006269454956,0.0002799387459
907,-0.005858421326,0.0003413141623
908,-0.006412982941,0.0003106461425
909,-0.00586271286,0.0002466239398
910,-0.005368232727,0.0002194984563
911,-0.006122589111,0.0002069055717
912,-0.006093978882,0.0002066328586
913,-0.005708217621,0.0002195854529
914,-0.005881309509,0.0001827773492
915,-0.006018161774,0.0001872847369
916,-0.005581855774,0.0003050982854
917,-0.006227493286,0.0002258618113
918,-0.005865573883,0.0002115738884
919,-0.006202220917,0.0002138825952
920,-0.006326198578,0.0002746184638
921,-0.006003856659,0.000308554542
922,-0.005640506744,0.0002711321408
923,-0.006191253662,0.0002684148511
924,-0.006118297577,0.0002777338018
925,-0.005706787109,0.0003361590363
926,-0.006006717682,0.0003027641855
927,-0.005720615387,0.000278361834
928,-0.006372928619,0.0002631588201
929,-0.005607128143,0.0002904748569
930,-0.006435871124,0.000318955231
931,-0.006646633148,0.0003399042968
932,-0.00665140152,0.0002773208827
933,-0.006038665771,0.000277366793
934,-0.006760120392,0.0003663499886
935,-0.006227016449,0.000322183875
936,-0.006335258484,0.0002566429549
937,-0.006460189819,0.0002867373729
938,-0.006746292114,0.0001918379358
939,-0.006731987,0.0002310176381
940,-0.006849765778,0.0003300098992
941,-0.006540775299,0.000264461987
942,-0.006618976593,0.0004234056207
943,-0.006307125092,0.0002680350826
944,-0.006423473358,0.0002926086657
945,-0.007021903992,0.0004162304971
946,-0.006511688232,0.0004080388929
947,-0.007114887238,0.0003985217721
948,-0.006759166718,0.0003408768738
949,-0.006375789642,0.0003222403282
950,-0.006942272186,0.0003518631762
951,-0.005820274353,0.0004235946066
952,-0.00719165802,0.0003816604138
953,-0.006947994232,0.0003348143948
954,-0.007462024689,0.0003066326178
955,-0.00724029541,0.0004613576314
956,-0.006542205811,0.0004402547386
957,-0.008020401001,0.000434825292
958,-0.007127285004,0.0003383219284
959,-0.007672786713,0.0002602045802
960,-0.007329940796,0.0003405565509
961,-0.007985591888,0.0005963995841
962,-0.006361961365,0.0003503400191
963,-0.007884979248,0.0004001161024
964,-0.007123947144,0.0004341470742
965,-0.007635593414,0.0005607215712
966,-0.007644176483,0.0004690061307
967,-0.007687091827,0.0004496248239
968,-0.007743358612,0.0005385617646
969,-0.007943153381,0.0004968341152
970,-0.007295608521,0.0003832394557
971,-0.008739948273,0.0004692852918
972,-0.007273197174,0.0004504816687
973,-0.007039070129,0.0007173253951
974,-0.00679063797,0.0006346055893
975,-0.007439613342,0.000451425543
976,-0.008656024933,0.0006266097483
977,-0.007221698761,0.0006753738097
978,-0.008219242096,0.0008611758286
979,-0.007130622864,0.0008339629707
980,-0.007868766785,0.0006073520389
981,-0.008783340454,0.0008103695641
982,-0.008596420288,0.0006955522796
983,-0.008369445801,0.0007522985359
984,-0.007342815399,0.0006487453216
985,-0.008878231049,0.0006267142442
986,-0.007710456848,0.0006508280483
987,-0.009107589722,0.0008103695641
988,-0.008020877838,0.001075122193
989,-0.006670475006,0.0006711157339
990,-0.008854866028,0.0006383209431
991,-0.007791519165,0.0009521472148
992,-0.007179260254,0.0007879173862
993,-0.008078575134,0.0007239889409
994,-0.009557247162,0.0007343861942
995,-0.007917404175,0.0005224882101
996,-0.00722694397,0.0006528929872
997,-0.008321285248,0.0008360716476
998,-0.006997585297,0.0009310987604
999,-0.009139060974,0.001590614406
1000,-0.007340431213,0.0009967972571
1001,-0.01007938385,0.0009081062911
1002,-0.008182048798,0.0008748058195
1003,-0.009433746338,0.001261067605
1004,-0.007618904114,0.001074580652
1005,-0.008293628693,0.001110804211
1006,-0.007961273193,0.001115171142
1007,-0.007989406586,0.001176511018
1008,-0.008256912231,0.0009052815926
1009,-0.0104804039,0.001129691536
1010,-0.006514549255,0.001535348121
1011,-0.006731033325,0.00156883802
1012,-0.01074314117,0.001325803509
1013,-0.00822353363,0.00159174843
1014,-0.008313179016,0.00174611491
1015,-0.006740570068,0.002383010575
1016,-0.00578212738,0.001461621555
1017,-0.006093025208,0.001918000044
1018,-0.004169464111,0.001908446949
1019,-0.00910949707,0.001310880073
1020,-0.007224082947,0.001531438237
1021,-0.007162570953,0.001877668241
1022,-0.005394935608,0.001795065373
1023,-0.008894443512,0.001813133275
1024,-0.004661083221,0.002813250653
1025,-0.007417201996,0.002498344231
1026,-0.005364894867,0.001693553744
1027,-0.01132440567,0.002396164367
1028,-0.006507396698,0.001638597871
1029,-0.007093429565,0.001699900326
1030,-0.006930351257,0.002572543142
1031,-0.003571987152,0.002478461392
1032,-0.006161689758,0.002704036526
1033,-0.007115840912,0.002589232619
1034,-0.007967472076,0.002350497467
1035,-0.007475852966,0.002389304198
1036,-0.007675170898,0.002719748067
1037,-0.009005069733,0.003104254287
1038,-0.01446151733,0.002943641492
1039,-0.006647109985,0.002561704841
1040,-0.009134292603,0.001909605598
1041,-0.0133562088,0.002357964328
1042,-0.007446289063,0.002902139849
1043,-0.008358955383,0.002844198988
1044,-0.001660823822,0.006429728539
1045,-0.01245641708,0.004210651714
1046,-0.007426261902,0.002966176725
1047,-0.01346874237,0.003561284996
1048,-0.009696483612,0.00332179317
1049,-0.008230686188,0.003348183064
1050,-0.01534938812,0.003168835748
1051,-0.0144329071,0.003792967897
1052,-0.003172397614,0.004656406432
1053,-0.001577854156,0.003721267978
1054,-0.01083803177,0.004724905654
1055,-0.002893924713,0.004467152203
1056,-0.01427555084,0.005411946383
1057,-0.007204055786,0.004375203332
1058,-0.01753854752,0.004830364837
1059,-0.01368522644,0.005317069501
1060,-0.01084852219,0.008125015039
1061,-0.005237102509,0.007203570727
1062,-0.006134033203,0.005927013372
1063,-0.01252746582,0.005111944847
1064,-0.008941650391,0.006053567598
1065,0.00612783432,0.006135020011
1066,-0.003059864044,0.004270607683
1067,-0.009662151337,0.005807327533
1068,0.0004391670227,0.006501605111
1069,-0.01326227188,0.004691872941
1070,-0.003365039825,0.005586467531
1071,0.006816864014,0.008519816985
1072,0.0004625320435,0.008050164597
1073,0.003856658936,0.007017185131
1074,-0.01201343536,0.006790829743
1075,-0.01411676407,0.006602384753
1076,-0.01169204712,0.005855081893
1077,-0.01228284836,0.01010090346
1078,-0.01224184036,0.009015039276
1079,-0.01677417755,0.007977647489
1080,-0.007357597351,0.008388060435
1081,-0.01359319687,0.00992229671
1082,-0.01527786255,0.009233874829
1083,-0.004417896271,0.006630817351
1084,-0.01749229431,0.009525787164
1085,-0.0002884864807,0.01411324986
1086,-0.00997209549,0.01035171365
1087,-0.02711772919,0.01291236201
1088,-0.01342630386,0.01172860049
1089,-0.01154518127,0.01163932588
1090,-0.03054094315,0.01170730031
1091,-0.007955551147,0.0101840958
1092,-0.01852989197,0.01353137163
1093,-0.01240968704,0.009695948946
1094,-0.01839447021,0.01098615858
1095,-0.03752326965,0.01635969915
1096,-0.001780033112,0.01835809257
1097,-0.02101039886,0.01247000672
1098,-0.006593227386,0.01144600407
1099,0.008515357971,0.01217310961
1100,-0.0103430748,0.01316860902
